last_name,first_name,player_id,year,b_ab,batting_avg,slg_percent,on_base_percent,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent
Bride,Jonah,681146,2022,162,0.204,0.247,0.299,0.217,0.3,0.282,0.314,0.084,0.278,0.27,86.9,11.5,1.5,31.1
Carpenter,Kerry,681481,2022,103,0.252,0.485,0.31,0.211,0.397,0.294,0.274,0.186,0.374,0.305,87.2,14.5,11.1,36.1
Villar,David,681584,2022,156,0.231,0.455,0.331,0.189,0.327,0.285,0.296,0.139,0.353,0.299,86.8,17.8,9.1,36.4
Eaton,Nate,681987,2022,106,0.264,0.387,0.328,0.233,0.352,0.297,0.307,0.12,0.35,0.318,85.8,13.6,5,27.5
Abrams,CJ,682928,2022,284,0.246,0.324,0.278,0.241,0.316,0.266,0.277,0.075,0.297,0.292,86.5,6.8,2.1,30.7
Greene,Riley,682985,2022,376,0.253,0.362,0.321,0.246,0.388,0.316,0.318,0.142,0.406,0.362,89.5,2.8,9.3,45.2
Carroll,Corbin,682998,2022,104,0.26,0.5,0.33,0.221,0.359,0.293,0.295,0.138,0.356,0.315,85.8,9.1,5.5,32.9
Henderson,Gunnar,683002,2022,116,0.259,0.44,0.348,0.25,0.432,0.338,0.341,0.181,0.415,0.354,92.4,2,9.8,53.7
Vaughn,Andrew,683734,2022,510,0.271,0.429,0.321,0.255,0.415,0.319,0.311,0.16,0.357,0.316,90.8,7.5,7.9,48.6
Pasquantino,Vinnie,686469,2022,258,0.295,0.45,0.383,0.289,0.476,0.374,0.38,0.187,0.379,0.333,91.2,12.1,8.8,46.9
Massey,Michael,686681,2022,173,0.243,0.376,0.304,0.243,0.45,0.332,0.31,0.207,0.402,0.33,89.3,16.4,13,38.2
Grissom,Vaughn,687093,2022,141,0.291,0.44,0.353,0.259,0.412,0.326,0.328,0.153,0.385,0.345,84.6,9,7.4,34.3
