last_name,first_name,player_id,year,b_ab,batting_avg,slg_percent,on_base_percent,xba,xslg,xwoba,xobp,xiso,xwobacon,xbacon,exit_velocity_avg,launch_angle_avg,barrel_batted_rate,hard_hit_percent
India,Jonathan,663697,2021,532,0.269,0.459,0.376,0.254,0.436,0.352,0.364,0.182,0.395,0.343,87.6,13.1,9.6,38.6
Raleigh,Cal,663728,2021,139,0.18,0.309,0.223,0.179,0.292,0.227,0.224,0.113,0.319,0.285,88,17.1,6.8,35.2
Grisham,Trent,663757,2021,462,0.242,0.413,0.326,0.241,0.368,0.309,0.328,0.127,0.351,0.324,88.8,12.3,5.2,36.8
Stephenson,Tyler,663886,2021,350,0.286,0.431,0.366,0.257,0.391,0.324,0.343,0.134,0.35,0.324,88.4,7.4,5.4,38.2
Williams,Luke,663897,2021,98,0.245,0.316,0.315,0.226,0.28,0.266,0.298,0.054,0.29,0.295,84.7,3.2,0,25.3
Rodgers,Brendan,663898,2021,387,0.284,0.47,0.328,0.253,0.414,0.311,0.3,0.161,0.364,0.323,88.8,6.3,6.2,40.3
Lowe,Nathaniel,663993,2021,557,0.264,0.415,0.357,0.236,0.401,0.323,0.333,0.165,0.381,0.331,90.8,5,9.5,45.5
Happ,Ian,664023,2021,465,0.226,0.434,0.321,0.22,0.396,0.317,0.32,0.176,0.396,0.334,89.5,9.9,10.9,41.3
France,Ty,664034,2021,571,0.291,0.445,0.368,0.27,0.435,0.346,0.353,0.165,0.37,0.332,88.5,11,6.8,38.9
Lowe,Brandon,664040,2021,535,0.247,0.523,0.34,0.249,0.499,0.36,0.343,0.25,0.456,0.362,89.3,16.9,14,43.1
Bader,Harrison,664056,2021,367,0.267,0.46,0.324,0.232,0.394,0.295,0.292,0.162,0.346,0.3,86.2,13.3,7,31.7
Stevenson,Andrew,664057,2021,192,0.229,0.339,0.291,0.241,0.372,0.299,0.307,0.132,0.388,0.354,89.6,8.4,6,44.8
Fletcher,David,664058,2021,626,0.262,0.324,0.295,0.272,0.32,0.28,0.307,0.048,0.288,0.301,82.3,8.2,0,15.7
Moore,Dylan,664238,2021,332,0.181,0.334,0.276,0.204,0.348,0.288,0.296,0.144,0.352,0.305,86.5,20.4,8.6,33.3
Garlick,Kyle,664247,2021,99,0.232,0.465,0.28,0.25,0.515,0.345,0.299,0.266,0.471,0.368,88.4,20.1,13.2,41.2
Straw,Myles,664702,2021,564,0.271,0.348,0.348,0.256,0.333,0.303,0.336,0.077,0.324,0.325,87.1,11.9,1.3,26.2
Bohm,Alec,664761,2021,380,0.247,0.342,0.305,0.261,0.392,0.313,0.319,0.131,0.394,0.366,92,5.6,6.6,49.5
WadeJr.,LaMonte,664774,2021,336,0.253,0.482,0.323,0.256,0.475,0.347,0.331,0.219,0.418,0.347,90.1,19.8,10.6,41.7
Tom,Ka'ai,664789,2021,108,0.139,0.231,0.278,0.195,0.28,0.289,0.332,0.086,0.313,0.295,84.2,9.5,4,29.3
Zavala,Seby,664874,2021,93,0.183,0.376,0.231,0.145,0.291,0.219,0.206,0.146,0.332,0.264,88,16.2,8.9,34.5
Mendick,Danny,664901,2021,164,0.22,0.287,0.301,0.204,0.276,0.26,0.29,0.072,0.278,0.273,84.1,13.7,1.6,28.5
Brown,Seth,664913,2021,281,0.214,0.48,0.274,0.225,0.462,0.318,0.286,0.237,0.421,0.328,88.9,20.9,13.9,40.2
Walsh,Jared,665120,2021,530,0.277,0.509,0.34,0.256,0.434,0.326,0.322,0.178,0.412,0.358,89.6,7.6,11.3,41.3
Maton,Nick,665155,2021,117,0.256,0.385,0.321,0.226,0.337,0.281,0.296,0.112,0.357,0.335,87.8,17.3,6.3,35
TatisJr.,Fernando,665487,2021,478,0.282,0.611,0.364,0.279,0.617,0.407,0.363,0.337,0.547,0.407,93.9,13.8,21.3,55.6
GuerreroJr.,Vladimir,665489,2021,604,0.311,0.601,0.401,0.307,0.59,0.417,0.399,0.284,0.462,0.375,95.1,9.4,15.1,55.2
Soto,Juan,665742,2021,502,0.313,0.534,0.465,0.305,0.545,0.429,0.463,0.241,0.447,0.376,93,5.8,13.3,52.7
Taveras,Leody,665750,2021,174,0.161,0.27,0.205,0.211,0.315,0.252,0.254,0.104,0.346,0.322,87.2,7,6.1,35.7
ChisholmJr.,Jazz,665862,2021,464,0.248,0.425,0.302,0.238,0.409,0.307,0.295,0.171,0.399,0.345,90.2,9,9,42
Gimenez,Andres,665926,2021,188,0.218,0.351,0.281,0.211,0.319,0.268,0.277,0.108,0.317,0.291,86.4,8.8,3.6,30.4
Kirilloff,Alex,666135,2021,215,0.251,0.423,0.299,0.295,0.544,0.37,0.34,0.248,0.462,0.387,91,7,12.8,43.9
Lux,Gavin,666158,2021,335,0.242,0.364,0.328,0.26,0.387,0.323,0.345,0.126,0.368,0.344,89.8,11.3,3.9,40.2
Adell,Jo,666176,2021,130,0.246,0.408,0.293,0.259,0.415,0.317,0.307,0.156,0.385,0.344,86.3,9.9,9.1,31.3
Bichette,Bo,666182,2021,640,0.298,0.484,0.343,0.291,0.489,0.355,0.337,0.198,0.42,0.368,91.4,7.3,9.9,47.5
Carlson,Dylan,666185,2021,542,0.266,0.437,0.342,0.247,0.407,0.322,0.328,0.159,0.383,0.339,88.2,15.1,7,31.1
Kieboom,Carter,666198,2021,217,0.207,0.318,0.301,0.231,0.343,0.298,0.323,0.111,0.345,0.322,85.3,7.4,3.8,36.3
Trammell,Taylor,666211,2021,156,0.16,0.359,0.253,0.143,0.265,0.233,0.24,0.123,0.335,0.275,85.9,14.9,7.2,37.3
Dalbec,Bobby,666915,2021,417,0.24,0.494,0.298,0.236,0.522,0.344,0.294,0.286,0.503,0.375,92.4,17.3,20.2,48.1
Garcia,Adolis,666969,2021,581,0.243,0.454,0.286,0.22,0.422,0.299,0.267,0.202,0.41,0.331,91,14.7,11.5,45.5
GurrielJr.,Lourdes,666971,2021,500,0.276,0.466,0.318,0.272,0.462,0.339,0.319,0.19,0.396,0.342,89.7,10.5,9.6,43
RookerJr.,Brent,667670,2021,189,0.201,0.397,0.291,0.238,0.463,0.341,0.324,0.225,0.468,0.378,91,13.1,12.6,48.7
Arozarena,Randy,668227,2021,529,0.274,0.459,0.356,0.222,0.369,0.304,0.313,0.147,0.375,0.328,89.9,7.6,8.2,42.3
Barrera,Tres,668663,2021,91,0.264,0.385,0.374,0.243,0.34,0.311,0.356,0.096,0.332,0.321,82,11.2,5.8,24.6
Rogers,Jake,668670,2021,113,0.239,0.496,0.299,0.211,0.407,0.298,0.281,0.197,0.438,0.356,90.7,26.9,11.4,38.6
Baddoo,Akil,668731,2021,413,0.259,0.436,0.33,0.227,0.403,0.309,0.303,0.176,0.379,0.322,86,13.8,8.8,32.3
Knizner,Andrew,668800,2021,161,0.174,0.236,0.281,0.203,0.298,0.274,0.306,0.095,0.286,0.268,87.5,7.8,4.1,36.9
Reynolds,Bryan,668804,2021,559,0.302,0.522,0.39,0.294,0.523,0.386,0.384,0.229,0.438,0.372,89.4,13.4,10.4,40.8
Rojas,Josh,668942,2021,484,0.264,0.411,0.338,0.237,0.357,0.299,0.318,0.12,0.353,0.329,88.2,8.4,4.8,31.1
Marsh,Brandon,669016,2021,236,0.254,0.356,0.315,0.265,0.414,0.324,0.326,0.149,0.47,0.428,92,7.7,10.9,51.7
Murphy,Sean,669221,2021,393,0.216,0.405,0.306,0.24,0.441,0.337,0.329,0.201,0.407,0.339,89.2,15.4,11.3,42.6
Senzel,Nick,669222,2021,111,0.252,0.315,0.323,0.31,0.438,0.357,0.374,0.128,0.374,0.358,88.9,10.5,4.2,39.6
Edman,Tommy,669242,2021,641,0.262,0.387,0.307,0.274,0.401,0.316,0.32,0.127,0.341,0.321,87.5,9.5,4.2,35.1
Solak,Nick,669256,2021,458,0.242,0.362,0.313,0.238,0.361,0.299,0.31,0.124,0.335,0.309,86.9,7,6.5,33.5
Smith,Will,669257,2021,414,0.258,0.495,0.365,0.25,0.472,0.364,0.365,0.221,0.403,0.33,90.1,19.4,10.8,43.8
Espinal,Santiago,669289,2021,222,0.311,0.405,0.374,0.267,0.346,0.307,0.336,0.079,0.309,0.309,84.8,13.1,1.6,22.8
Hiura,Keston,669374,2021,173,0.168,0.301,0.254,0.181,0.36,0.281,0.273,0.179,0.413,0.332,90.7,16.3,15.2,41.4
Hays,Austin,669720,2021,488,0.256,0.461,0.306,0.245,0.432,0.316,0.298,0.187,0.368,0.314,88.8,12.5,9.1,39.2
Lopez,Nicky,670032,2021,497,0.3,0.378,0.358,0.239,0.305,0.283,0.313,0.065,0.281,0.282,86.8,2.8,0.7,26.9
Short,Zack,670097,2021,156,0.141,0.282,0.239,0.153,0.272,0.242,0.256,0.119,0.29,0.244,87.5,24.3,4.9,33
Rojas,Jose,670351,2021,168,0.208,0.399,0.277,0.215,0.389,0.293,0.283,0.175,0.363,0.306,90.7,19,8.5,44.1
Young,Andrew,670370,2021,91,0.209,0.484,0.298,0.197,0.431,0.312,0.288,0.234,0.51,0.383,88.8,13.3,17,46.8
Alvarez,Yordan,670541,2021,537,0.277,0.531,0.346,0.279,0.57,0.389,0.351,0.29,0.49,0.384,93.2,14.1,15.9,54.2
Brosseau,Mike,670712,2021,150,0.187,0.347,0.266,0.204,0.333,0.276,0.284,0.129,0.352,0.313,90.1,18.2,7.1,40.4
Walls,Taylor,670764,2021,152,0.211,0.296,0.313,0.209,0.31,0.284,0.313,0.101,0.328,0.309,88.5,12.2,2.9,33.7
Garcia,Luis,671277,2021,236,0.242,0.411,0.275,0.241,0.366,0.279,0.275,0.125,0.32,0.296,86.8,4.1,5.2,30.6
Kelenic,Jarred,672284,2021,337,0.181,0.35,0.265,0.219,0.408,0.31,0.301,0.189,0.388,0.321,87.5,14.4,9.9,39.2
Kirk,Alejandro,672386,2021,165,0.242,0.436,0.328,0.284,0.507,0.373,0.364,0.223,0.381,0.323,92.3,14.7,11,46.9
RobertJr.,Luis,673357,2021,275,0.338,0.567,0.378,0.302,0.546,0.382,0.349,0.244,0.466,0.392,91.2,13.8,12.5,45.1
Akiyama,Shogo,673451,2021,162,0.204,0.253,0.279,0.236,0.308,0.28,0.311,0.072,0.313,0.312,86.5,1.9,0.8,31.5
Kim,Ha-Seong,673490,2021,267,0.202,0.352,0.268,0.209,0.309,0.265,0.279,0.1,0.305,0.285,86.7,13.6,4.5,31.8
Clement,Ernie,676391,2021,121,0.231,0.339,0.278,0.251,0.351,0.289,0.303,0.1,0.307,0.297,86.7,15,3.8,24.8
Meyers,Jake,676694,2021,146,0.26,0.438,0.319,0.247,0.426,0.321,0.312,0.179,0.432,0.373,89.5,9.9,10.1,36.4
McCormick,Chas,676801,2021,284,0.257,0.447,0.319,0.224,0.424,0.311,0.294,0.2,0.425,0.348,90.3,18.6,10.2,49.2
Franco,Wander,677551,2021,281,0.288,0.463,0.347,0.276,0.407,0.329,0.337,0.132,0.34,0.318,88.2,9.7,4.9,37.6
Duran,Jarren,680776,2021,107,0.215,0.336,0.241,0.223,0.306,0.245,0.25,0.083,0.363,0.353,89.6,7.8,4.4,39.7
Jeffers,Ryan,680777,2021,267,0.199,0.401,0.27,0.207,0.415,0.299,0.277,0.209,0.438,0.347,89.2,14,14.5,44
Miller,Owen,680911,2021,191,0.204,0.309,0.243,0.226,0.346,0.267,0.264,0.12,0.34,0.314,86.4,5.9,5.8,32.6
Vaughn,Andrew,683734,2021,417,0.235,0.396,0.309,0.243,0.434,0.332,0.321,0.192,0.383,0.322,91.1,9.7,10.9,47.3
Beltre,Adrian,134181,2018,433,0.273,0.434,0.328,0.263,0.432,0.328,0.323,0.169,0.379,0.334,88.7,13.6,6.4,37.4
Martinez,Victor,400121,2018,467,0.251,0.353,0.297,0.266,0.406,0.313,0.314,0.14,0.323,0.296,87.8,14.1,4.7,30.6
Utley,Chase,400284,2018,164,0.213,0.305,0.305,0.221,0.324,0.289,0.319,0.103,0.302,0.287,87.7,17.2,2.3,32.5
Pujols,Albert,405395,2018,465,0.245,0.411,0.289,0.267,0.449,0.327,0.311,0.181,0.355,0.309,90,14.1,6.2,40.9
Mauer,Joe,408045,2018,486,0.282,0.379,0.35,0.295,0.448,0.354,0.365,0.153,0.39,0.359,91.1,4.4,5,44.3
Cabrera,Miguel,408234,2018,134,0.299,0.448,0.395,0.311,0.452,0.373,0.407,0.141,0.414,0.388,94.4,7.3,4.6,54.6
Gonzalez,Adrian,408236,2018,169,0.237,0.373,0.299,0.257,0.434,0.323,0.321,0.177,0.369,0.321,88.9,11.6,6.6,38
Reyes,Jose,408314,2018,228,0.189,0.32,0.259,0.224,0.309,0.272,0.293,0.085,0.281,0.271,85.4,12.7,2.6,24.3
Mathis,Jeff,425772,2018,195,0.2,0.272,0.271,0.183,0.283,0.244,0.259,0.1,0.303,0.277,87.6,15.4,3,34.1
Choo,Shin-Soo,425783,2018,560,0.264,0.434,0.376,0.25,0.464,0.362,0.365,0.214,0.42,0.345,89.3,6.1,11.1,40.5
Molina,Yadier,425877,2018,459,0.261,0.436,0.314,0.266,0.432,0.329,0.321,0.166,0.348,0.309,88.2,15.4,5.5,33.8
Cano,Robinson,429664,2018,310,0.303,0.471,0.374,0.305,0.496,0.376,0.375,0.191,0.402,0.357,93,8.2,8.3,51.5
Encarnacion,Edwin,429665,2018,500,0.246,0.474,0.335,0.245,0.479,0.356,0.341,0.234,0.421,0.336,89.9,18,11.2,41.4
Bautista,Jose,430832,2018,325,0.203,0.378,0.348,0.22,0.388,0.337,0.364,0.168,0.396,0.336,90.8,19.8,7.9,43.3
Jones,Adam,430945,2018,580,0.281,0.419,0.313,0.269,0.411,0.311,0.303,0.142,0.349,0.319,88.3,13.2,4.9,33.1
Martin,Russell,431145,2018,289,0.194,0.325,0.338,0.198,0.323,0.308,0.342,0.125,0.313,0.277,90.6,10.1,6.3,43
Granderson,Curtis,434158,2018,343,0.242,0.431,0.35,0.249,0.417,0.342,0.357,0.168,0.41,0.359,88.7,16.9,6.3,34.3
Davis,Rajai,434658,2018,196,0.224,0.281,0.273,0.223,0.292,0.259,0.277,0.069,0.298,0.294,84.2,9.6,1.3,27
Ramirez,Hanley,434670,2018,177,0.254,0.395,0.313,0.256,0.433,0.326,0.315,0.176,0.365,0.316,91.9,11.5,7.6,47.9
Morales,Kendrys,434778,2018,413,0.249,0.438,0.331,0.269,0.518,0.373,0.353,0.249,0.436,0.351,92.3,10,12.1,52.6
KendrickIII,Howie,435062,2018,152,0.303,0.474,0.331,0.27,0.422,0.312,0.301,0.151,0.366,0.332,90.2,7.9,4.8,44.4
Wilson,Bobby,435064,2018,135,0.178,0.281,0.238,0.168,0.245,0.227,0.238,0.077,0.256,0.235,80.9,11,2.9,22.5
Kinsler,Ian,435079,2018,487,0.24,0.38,0.301,0.248,0.368,0.301,0.31,0.119,0.305,0.285,85.3,17.7,3.1,26.2
McCann,Brian,435263,2018,189,0.212,0.339,0.301,0.216,0.324,0.284,0.305,0.108,0.291,0.271,86.3,23.6,3.3,26.5
Walker,Neil,435522,2018,347,0.219,0.354,0.309,0.247,0.425,0.331,0.335,0.178,0.38,0.326,88.1,13.7,6.1,33.3
Suzuki,Kurt,435559,2018,347,0.271,0.444,0.332,0.267,0.409,0.327,0.332,0.142,0.331,0.302,87.2,18.4,3.9,35
Desmond,Ian,435622,2018,555,0.236,0.422,0.307,0.228,0.384,0.303,0.301,0.156,0.354,0.307,90.1,0.1,7,43.2
CruzJr.,Nelson,443558,2018,519,0.256,0.509,0.342,0.281,0.566,0.396,0.365,0.284,0.469,0.367,93.9,12.8,13.8,51.7
Trumbo,Mark,444432,2018,330,0.261,0.452,0.313,0.267,0.45,0.335,0.32,0.183,0.415,0.361,92.8,10.4,10.2,48.6
Peralta,David,444482,2018,560,0.293,0.516,0.352,0.278,0.472,0.35,0.34,0.194,0.412,0.358,91.5,6.7,7.8,46.3
Pina,Manny,444489,2018,306,0.252,0.395,0.306,0.248,0.388,0.302,0.305,0.14,0.341,0.309,84.9,13.9,5.2,26.6
Escobar,Alcides,444876,2018,485,0.231,0.313,0.275,0.238,0.327,0.274,0.288,0.089,0.29,0.28,84.6,10.6,2.1,21.5
Jay,Jon,445055,2018,527,0.268,0.347,0.328,0.251,0.333,0.293,0.316,0.082,0.31,0.305,85.1,4.2,1.8,21.4
Prado,Martin,445988,2018,197,0.244,0.305,0.287,0.254,0.338,0.283,0.297,0.084,0.314,0.309,87.5,9.4,2.5,26.3
Duda,Lucas,446263,2018,328,0.241,0.418,0.313,0.242,0.452,0.331,0.315,0.21,0.424,0.348,89.5,19.6,10,36.7
Wieters,Matt,446308,2018,235,0.238,0.374,0.328,0.226,0.386,0.31,0.321,0.159,0.323,0.279,87.1,18.5,4.7,33.3
Longoria,Evan,446334,2018,480,0.244,0.413,0.281,0.249,0.426,0.309,0.289,0.177,0.366,0.315,88.5,13.6,7.6,37.2
Cozart,Zack,446359,2018,224,0.219,0.362,0.296,0.231,0.35,0.295,0.309,0.119,0.305,0.282,85.6,17.4,2.2,27.7
Guyer,Brandon,446386,2018,194,0.206,0.371,0.299,0.215,0.34,0.295,0.31,0.125,0.32,0.289,85.4,16.2,4.8,31.3
Rodriguez,Sean,446481,2018,150,0.167,0.313,0.277,0.17,0.311,0.268,0.281,0.141,0.345,0.285,88.2,20.3,7.8,29.2
Reynolds,Mark,448602,2018,206,0.248,0.476,0.328,0.225,0.424,0.317,0.308,0.199,0.392,0.32,89,18.3,10.3,39.3
Davis,Chris,448801,2018,470,0.168,0.296,0.243,0.188,0.354,0.272,0.263,0.166,0.389,0.318,89.3,15.1,10.3,40.1
Zobrist,Ben,450314,2018,455,0.305,0.44,0.377,0.275,0.39,0.333,0.354,0.115,0.333,0.315,89.9,9,3,38.7
Adduci,James,451192,2018,176,0.267,0.386,0.286,0.228,0.322,0.253,0.252,0.094,0.319,0.304,85.9,11.2,3.7,26.1
Fowler,Dexter,451594,2018,289,0.18,0.298,0.278,0.203,0.3,0.275,0.299,0.097,0.291,0.27,85.3,12.6,3.2,28
Flowers,Tyler,452095,2018,251,0.227,0.359,0.341,0.23,0.4,0.334,0.346,0.171,0.389,0.332,90,12.9,6.8,44.6
Pence,Hunter,452254,2018,235,0.226,0.332,0.258,0.225,0.338,0.263,0.261,0.113,0.327,0.302,88.2,6.1,5.1,33.7
Span,Denard,452655,2018,437,0.261,0.419,0.341,0.28,0.388,0.335,0.361,0.108,0.351,0.339,87.2,13.3,2.7,29.6
Cabrera,Asdrubal,452678,2018,546,0.262,0.458,0.316,0.251,0.432,0.32,0.306,0.181,0.373,0.32,90,14.6,7.2,39.3
Blackmon,Charlie,453568,2018,626,0.291,0.502,0.358,0.276,0.445,0.346,0.346,0.169,0.394,0.351,87.5,12,6.5,35.2
Blanco,Gregor,453923,2018,189,0.217,0.317,0.261,0.228,0.312,0.263,0.275,0.084,0.341,0.331,84.6,15.1,3.8,23.5
Frazier,Todd,453943,2018,408,0.213,0.39,0.303,0.217,0.383,0.303,0.307,0.166,0.345,0.293,89.6,18.7,6.9,37
Ellis,A.J.,454560,2018,151,0.272,0.344,0.372,0.242,0.361,0.321,0.357,0.119,0.341,0.32,90.4,12.5,4.2,39.5
Iannetta,Chris,455104,2018,299,0.224,0.385,0.344,0.225,0.402,0.331,0.35,0.177,0.378,0.319,92,13.6,9.3,43.7
Maldonado,Martin,455117,2018,373,0.225,0.351,0.275,0.202,0.316,0.257,0.257,0.114,0.305,0.275,85.7,14.7,5,26.5
Chirinos,Robinson,455139,2018,360,0.222,0.419,0.338,0.197,0.394,0.319,0.319,0.197,0.411,0.323,88,21.9,10.8,39.6
Young,Chris,455759,2018,113,0.168,0.363,0.25,0.183,0.302,0.265,0.273,0.119,0.32,0.282,83.8,25.5,6.4,28.6
Markakis,Nick,455976,2018,623,0.297,0.44,0.366,0.293,0.425,0.345,0.366,0.132,0.355,0.335,90.6,10.1,3.1,41.6
Castillo,Welington,456078,2018,170,0.259,0.406,0.304,0.245,0.456,0.322,0.291,0.211,0.408,0.336,90.4,15.5,9.7,46.8
Kratz,Erik,456124,2018,203,0.236,0.355,0.279,0.231,0.377,0.285,0.275,0.146,0.321,0.284,89.8,12.9,4.8,39.2
Nunez,Eduardo,456488,2018,480,0.265,0.388,0.289,0.258,0.349,0.28,0.286,0.092,0.309,0.303,88.3,9.4,3.4,35.7
Pearce,Steve,456665,2018,215,0.284,0.512,0.378,0.283,0.527,0.393,0.381,0.245,0.427,0.35,89.3,11.8,10.8,39.2
Cain,Lorenzo,456715,2018,539,0.308,0.417,0.395,0.282,0.389,0.342,0.373,0.107,0.353,0.34,89.1,4.9,3.4,40.5
McCutchen,Andrew,457705,2018,569,0.255,0.424,0.368,0.26,0.444,0.36,0.373,0.185,0.4,0.345,90,13.4,8.4,41.9
Jackson,Austin,457706,2018,347,0.245,0.326,0.299,0.205,0.29,0.246,0.263,0.085,0.348,0.334,87,11.1,2.8,32.4
Upton,Justin,457708,2018,533,0.257,0.463,0.344,0.25,0.466,0.354,0.342,0.216,0.458,0.374,90.7,11.9,14,47.4
Maybin,Cameron,457727,2018,342,0.249,0.336,0.326,0.256,0.374,0.315,0.333,0.118,0.349,0.327,86.7,7.9,4.1,33.1
Turner,Justin,457759,2018,365,0.312,0.518,0.406,0.292,0.486,0.381,0.391,0.194,0.391,0.344,89.1,18.3,7.7,36.7
PoseyIII,Buster,457763,2018,398,0.284,0.382,0.359,0.274,0.416,0.336,0.351,0.141,0.341,0.315,89.1,10.3,5.2,34.9
Bruce,Jay,457803,2018,319,0.223,0.37,0.31,0.25,0.442,0.338,0.337,0.192,0.389,0.329,88.4,21.4,9,34.8
Votto,Joey,458015,2018,503,0.284,0.419,0.417,0.285,0.472,0.391,0.42,0.187,0.406,0.357,88.1,13.4,6.7,35.1
Gardner,Brett,458731,2018,530,0.236,0.368,0.32,0.226,0.334,0.293,0.315,0.108,0.301,0.281,88,9.4,2.8,32.9
YoungJr.,Eric,458913,2018,109,0.202,0.303,0.248,0.229,0.295,0.261,0.276,0.066,0.315,0.31,85,2.8,1.2,24.4
Joyce,Matt,459964,2018,207,0.208,0.353,0.321,0.225,0.402,0.326,0.34,0.177,0.357,0.303,87.4,14.8,7,31.8
Hundley,Nick,460026,2018,282,0.241,0.408,0.298,0.255,0.399,0.309,0.311,0.144,0.401,0.365,88.9,15.6,6.6,39.6
Braun,Ryan,460075,2018,405,0.254,0.469,0.311,0.292,0.515,0.368,0.348,0.223,0.434,0.367,92.3,6.4,10.8,49.5
Butera,Drew,460077,2018,163,0.19,0.301,0.264,0.177,0.27,0.241,0.255,0.092,0.254,0.234,86.5,18.4,1.6,26.2
Gordon,Alex,460086,2018,506,0.245,0.37,0.324,0.253,0.423,0.329,0.331,0.171,0.382,0.333,88.5,10.9,6.8,39.7
Gomez,Carlos,460576,2018,360,0.208,0.336,0.297,0.213,0.346,0.293,0.304,0.133,0.338,0.301,87.1,19.8,5,29.3
Kemp,Matt,461314,2018,462,0.29,0.481,0.338,0.273,0.522,0.359,0.326,0.248,0.446,0.363,89.6,15.8,11,39.1
Romine,Andrew,461865,2018,119,0.21,0.244,0.252,0.218,0.265,0.242,0.267,0.048,0.315,0.324,81.1,11.2,1.2,16.7
Andrus,Elvis,462101,2018,395,0.256,0.367,0.308,0.239,0.348,0.285,0.294,0.109,0.304,0.286,87.2,8.7,4.2,30.5
Cervelli,Francisco,465041,2018,332,0.259,0.431,0.376,0.236,0.413,0.346,0.362,0.176,0.371,0.315,88.8,16.3,8.3,39.8
Cabrera,Melky,466320,2018,250,0.28,0.42,0.335,0.292,0.383,0.33,0.352,0.092,0.349,0.346,90.7,9.1,2.3,41.7
Sandoval,Pablo,467055,2018,230,0.248,0.417,0.31,0.235,0.387,0.303,0.301,0.152,0.351,0.306,89.6,9.7,5,36.9
Ramos,Wilson,467092,2018,382,0.306,0.487,0.358,0.26,0.44,0.328,0.317,0.18,0.379,0.329,91.3,4.5,7.2,48.2
Santana,Carlos,467793,2018,560,0.229,0.414,0.352,0.244,0.418,0.346,0.368,0.174,0.338,0.291,88.9,15.4,6.9,38.9
Parra,Gerardo,467827,2018,401,0.284,0.372,0.341,0.261,0.37,0.306,0.323,0.109,0.336,0.32,86.8,9.2,2.7,26.6
Gonzalez,Carlos,471865,2018,463,0.276,0.467,0.329,0.245,0.389,0.301,0.301,0.144,0.359,0.323,89.7,9,6.2,39.1
Valbuena,Luis,472528,2018,266,0.199,0.335,0.253,0.188,0.352,0.258,0.245,0.164,0.369,0.302,89.7,18.2,10.1,41.3
Mercer,Jordy,474568,2018,394,0.251,0.381,0.314,0.264,0.386,0.31,0.328,0.122,0.362,0.338,87.6,13.1,4.8,31.8
Belt,Brandon,474832,2018,399,0.253,0.414,0.342,0.254,0.478,0.351,0.343,0.224,0.422,0.346,87,23.3,10.5,31.6
Alonso,Yonder,475174,2018,516,0.25,0.421,0.317,0.253,0.441,0.331,0.322,0.188,0.388,0.331,87.8,15.7,9.8,37.5
Flaherty,Ryan,475247,2018,161,0.217,0.292,0.297,0.223,0.319,0.273,0.305,0.096,0.314,0.299,87.8,0.3,2.5,28.1
Smoak,Justin,475253,2018,505,0.242,0.457,0.35,0.224,0.434,0.337,0.336,0.211,0.402,0.322,89.5,15,10.8,42.5
Zimmerman,Ryan,475582,2018,288,0.264,0.486,0.337,0.267,0.507,0.37,0.345,0.239,0.412,0.333,92.6,7.1,13.6,52.8
Lowrie,Jed,476704,2018,596,0.267,0.448,0.353,0.246,0.408,0.327,0.335,0.162,0.354,0.312,89.2,17.4,5.3,37.9
Alvarez,Pedro,476883,2018,111,0.18,0.414,0.283,0.209,0.453,0.331,0.308,0.244,0.414,0.309,90.6,12.2,14.7,44
Avila,Alex,488671,2018,194,0.165,0.304,0.299,0.19,0.38,0.31,0.32,0.19,0.443,0.349,89.7,8.6,12.3,46.2
BrantleyJr.,Michael,488726,2018,570,0.309,0.468,0.363,0.306,0.452,0.357,0.365,0.147,0.364,0.341,90.2,9.5,3.5,38.4
d'Arnaud,Chase,488818,2018,93,0.215,0.366,0.25,0.206,0.329,0.252,0.244,0.123,0.376,0.337,89,20.9,5.2,34.5
Morrison,Logan,489149,2018,318,0.186,0.368,0.276,0.238,0.466,0.343,0.325,0.228,0.401,0.321,88.7,20.5,10.9,38.2
Hernandez,Gorkys,491676,2018,414,0.234,0.391,0.284,0.239,0.398,0.301,0.292,0.159,0.374,0.328,87.5,12.6,7.5,35.8
Sucre,Jesus,491696,2018,182,0.209,0.253,0.242,0.218,0.285,0.238,0.257,0.068,0.259,0.258,85.9,11.3,0.6,24.5
Cespedes,Yoenis,493316,2018,141,0.262,0.496,0.325,0.2,0.4,0.29,0.272,0.2,0.394,0.308,90.8,19.7,10.8,46.2
Gurriel,Yuli,493329,2018,537,0.291,0.428,0.323,0.258,0.36,0.29,0.296,0.102,0.304,0.292,89.3,11.5,1.9,36.6
Rodriguez,Ronny,500135,2018,191,0.22,0.335,0.252,0.217,0.324,0.259,0.256,0.108,0.303,0.278,86,13.1,3.2,31.2
Solarte,Yangervis,500208,2018,468,0.226,0.378,0.277,0.251,0.387,0.301,0.3,0.137,0.323,0.295,87.1,14.1,4.5,32
Rojas,Miguel,500743,2018,488,0.252,0.346,0.295,0.264,0.351,0.293,0.309,0.087,0.311,0.306,84.7,9.3,0.9,23.8
Escobar,Eduardo,500871,2018,566,0.272,0.489,0.334,0.247,0.43,0.323,0.316,0.183,0.374,0.317,86.5,18.9,8.3,27.6
Martinez,Jose,500874,2018,534,0.305,0.457,0.363,0.301,0.512,0.378,0.362,0.211,0.432,0.374,91,8.1,9.4,44.6
Adrianza,Ehire,501303,2018,335,0.251,0.379,0.298,0.235,0.355,0.281,0.289,0.119,0.336,0.312,86.6,16.4,5,30.6
